"","SITIO","LONG","LAT","VIA_SENTIDO","DATA","VMD"
"2729","FS063",-38.521031,-3.802721,"AV. ALBERTO CRAVEIRO [S-N]","2017-09",20798
"2730","FS069",-38.521161,-3.802603,"AV. ALBERTO CRAVEIRO [N-S]","2017-09",23646
"2731","FS070",-38.531537,-3.797445,"AV. DR. SILAS MUNGUBA [O-L]","2017-09",15880
"2732","FS071",-38.554216,-3.822269,"AV. PRES. COSTA E SILVA [L-O]","2017-09",18126
"2733","FS072",-38.502344,-3.783122,"AV. ROGACIANO LEITE [S-N]","2017-09",11509
"2734","FS074",-38.508263,-3.80664,"AV. DEPUTADO PAULINO ROCHA [S-N]","2017-09",21375
"2735","FS075",-38.554757,-3.822233,"AV. PRES. COSTA E SILVA [O-L]","2017-09",18418
"2736","FS081",-38.510506,-3.769772,"AV. GOV. RAUL BARBOSA [N-S]","2017-09",10504
"2737","FS082",-38.510398,-3.769813,"AV. GOV. RAUL BARBOSA [S-N]","2017-09",4345
"2738","FS084",-38.508371,-3.806523,"AV. DEPUTADO PAULINO ROCHA [N-S]","2017-09",19047
"2739","FS086",-38.532391,-3.817195,"AV. JUSCELINO KUBITSCHEK [N-S]","2017-09",17395
"2740","FS088",-38.54191,-3.789853,"AV. DR. SILAS MUNGUBA [O-L]","2017-09",16478
"2741","FS104",-38.494461,-3.752861,"R. SANTA TEREZINHA DO MENINO JESUS E DA SAGRADA FACE [O-L]","2017-09",11826
"2742","FS105",-38.512918,-3.746794,"AV. RUI BARBOSA [N-S]","2017-09",14562
"2743","FS106",-38.501379,-3.765874,"AV. GEN. MURILO BORGES [O-L]","2017-09",18316
"2744","FS107",-38.503871,-3.76472,"AV. GEN. MURILO BORGES [L-O]","2017-09",17239
"2745","FS109",-38.514202,-3.723923,"AV. MONSENHOR TABOSA [O-L]","2017-09",15803
"2746","FS112",-38.491155,-3.766121,"AV. CHANCELER EDSON QUEIROZ [L-O]","2017-09",9823
"2747","FS113",-38.491175,-3.766284,"AV. CHANCELER EDSON QUEIROZ [O-L]","2017-09",5149
"2748","FS114",-38.562413,-3.819092,"AV. PRES. COSTA E SILVA [L-O]","2017-09",6143
"2749","FS115",-38.563654,-3.818652,"AV. PRES. COSTA E SILVA [O-L]","2017-09",12885
"2750","FS116",-38.51868,-3.798141,"AV. ALBERTO CRAVEIRO [S-N]","2017-09",18197
"2751","FS119",-38.52688,-3.737993,"AV. DOMINGOS OLIMPIO [O-L]","2017-09",3577
"2752","FS120",-38.518832,-3.797908,"AV. ALBERTO CRAVEIRO [N-S]","2017-09",25155
"2753","FS121",-38.526881,-3.737819,"AV. DOMINGOS OLIMPIO [L-O]","2017-09",2736
"2754","FS122",-38.541852,-3.73316,"AV. DOMINGOS OLIMPIO [O-L]","2017-09",1015
"2755","FS124",-38.538167,-3.734494,"AV. DOMINGOS OLIMPIO [O-L]","2017-09",747
"2756","FS125",-38.534883,-3.735491,"AV. DOMINGOS OLIMPIO [O-L]","2017-09",3511
"2757","FS126",-38.532901,-3.736101,"AV. DOMINGOS OLIMPIO [O-L]","2017-09",8345
"2758","FS127",-38.529984,-3.737166,"AV. DOMINGOS OLIMPIO [O-L]","2017-09",3459
"2759","FS128",-38.528334,-3.737559,"AV. DOMINGOS OLIMPIO [O-L]","2017-09",4580
"2760","FS129",-38.539501,-3.733748,"AV. DOMINGOS OLIMPIO [L-O]","2017-09",1215
"2761","FS130",-38.536239,-3.734919,"AV. DOMINGOS OLIMPIO [L-O]","2017-09",1288
"2762","FS131",-38.533782,-3.735641,"AV. DOMINGOS OLIMPIO [L-O]","2017-09",3573
"2763","FS132",-38.531158,-3.736599,"AV. DOMINGOS OLIMPIO [L-O]","2017-09",3120
"2764","FS133",-38.529917,-3.737009,"AV. DOMINGOS OLIMPIO [L-O]","2017-09",3811
"2765","FS134",-38.528244,-3.737419,"AV. DOMINGOS OLIMPIO [L-O]","2017-09",2695
"2766","FS135",-38.489924,-3.749106,"AV. ENG. SANTANA JUNIOR [S-N]","2017-09",9368
"2767","FS138",-38.501979,-3.753291,"AV. ALM. HENRIQUE SABOIA [N-S]","2017-09",14424
"2768","01385016",-38.572696,-3.712192,"AV. FRANCISCO SA [O-L]","2017-10",9005
"2769","01385017",-38.572683,-3.712145,"AV. FRANCISCO SA [L-O]","2017-10",10627
"2770","01385028",-38.61573,-3.818608,"AV. GEN. OSORIO DE PAIVA [N-S]","2017-10",17681
"2771","01385029",-38.6156,-3.818744,"AV. GEN. OSORIO DE PAIVA [S-N]","2017-10",11544
"2772","01385030",-38.57474,-3.811549,"AV. GODOFREDO MACIEL [N-S]","2017-10",26814
"2773","01385035",-38.558757,-3.716957,"AV. FRANCISCO SA [O-L]","2017-10",11661
"2774","01385036",-38.558746,-3.716919,"AV. FRANCISCO SA [L-O]","2017-10",10964
"2775","01385039",-38.560483,-3.716327,"AV. FRANCISCO SA [L-O]","2017-10",7279
"2776","01385040",-38.560716,-3.716298,"AV. FRANCISCO SA [O-L]","2017-10",6685
"2777","01385041",-38.559209,-3.711123,"AV. PRES. CASTELO BRANCO [O-L]","2017-10",18141
"2778","01385042",-38.558674,-3.711175,"AV. PRES. CASTELO BRANCO [L-O]","2017-10",18235
"2779","01385048",-38.58424,-3.733952,"AV. DEMETRIO MENEZES [S-N]","2017-10",16649
"2780","01385049",-38.584358,-3.733793,"AV. DEMETRIO MENEZES [N-S]","2017-10",16823
"2781","01385050",-38.574229,-3.706097,"AV. PRES. CASTELO BRANCO [L-O]","2017-10",18459
"2782","01385051",-38.57463,-3.706133,"AV. PRES. CASTELO BRANCO [O-L]","2017-10",21324
"2783","01385052",-38.560973,-3.735021,"AV. BEZERRA DE MENEZES [O-L]","2017-10",23245
"2784","01385053",-38.560486,-3.734759,"AV. BEZERRA DE MENEZES [L-O]","2017-10",22659
"2785","01385054",-38.548416,-3.732444,"AV. BEZERRA DE MENEZES [O-L]","2017-10",21454
"2786","01385060",-38.538444,-3.728982,"AV. DUQUE DE CAXIAS [L-O]","2017-10",15604
"2787","01385061",-38.538624,-3.729,"AV. DUQUE DE CAXIAS [O-L]","2017-10",7374
"2788","01385062",-38.521236,-3.828651,"AV. JORNALISTA THOMAZ COELHO [L-O]","2017-10",16980
"2789","01385069",-38.55548,-3.755081,"AV. JOSE BASTOS [S-N]","2017-10",22457
"2790","01385070",-38.555399,-3.754849,"AV. JOSE BASTOS [N-S]","2017-10",25351
"2791","01385071",-38.546687,-3.761092,"R. ALBERTO MAGNO [N-S]","2017-10",18934
"2792","01385072",-38.587825,-3.717609,"AV. CORONEL CARVALHO [S-N]","2017-10",11454
"2793","01385074",-38.569601,-3.707902,"AV. PRES. CASTELO BRANCO [L-O]","2017-10",22983
"2794","01385075",-38.569663,-3.708012,"AV. PRES. CASTELO BRANCO [O-L]","2017-10",24045
"2795","01385096",-38.553585,-3.757064,"AV. JOAO PESSOA [S-N]","2017-10",17797
"2796","01385097",-38.535967,-3.731938,"R. METON DE ALENCAR [O-L]","2017-10",12045
"2797","01385098",-38.535852,-3.731906,"AV. DO IMPERADOR [N-S]","2017-10",18492
"2798","01385103",-38.530021,-3.73179,"AV. DUQUE DE CAXIAS [O-L]","2017-10",12048
"2799","01385104",-38.529821,-3.73178,"AV. DUQUE DE CAXIAS [L-O]","2017-10",13268
"2800","01385105",-38.564167,-3.760223,"AV. JOSE BASTOS [S-N]","2017-10",16364
"2801","01385109",-38.508849,-3.741727,"AV. BARAO DE STUDART [S-N]","2017-10",12816
"2802","01385110",-38.508768,-3.741667,"R. PADRE VALDEVINO [L-O]","2017-10",15463
"2803","01385113",-38.535179,-3.730051,"AV. DUQUE DE CAXIAS [L-O]","2017-10",11222
"2804","01385115",-38.495486,-3.727469,"AV. DESEMBARGADOR MOREIRA [S-N]","2017-10",8280
"2805","01385117",-38.495233,-3.727249,"AV. DA ABOLICAO [L-O]","2017-10",23968
"2806","01385118",-38.586189,-3.723891,"AV. CORONEL CARVALHO [S-N]","2017-10",13100
"2807","01385119",-38.58634,-3.72368,"AV. CORONEL CARVALHO [N-S]","2017-10",12671
"2808","01385124",-38.538968,-3.741061,"AV. 13 DE MAIO [L-O]","2017-10",16984
"2809","01385125",-38.539239,-3.741124,"AV. DA UNIVERSIDADE [S-N]","2017-10",22882
"2810","01385129",-38.520404,-3.7535,"AV. PONTES VIEIRA [L-O]","2017-10",22492
"2811","01385131",-38.564232,-3.735429,"AV. OLAVO BILAC [N-S]","2017-10",8805
"2812","01385134",-38.5848,-3.748486,"AV. CORONEL MATOS DOURADO [N-S]","2017-10",17266
"2813","01385148",-38.496523,-3.747202,"AV. SEN. VIRGILIO TAVORA [N-S]","2017-10",11291
"2814","01385153",-38.564686,-3.779666,"AV. GODOFREDO MACIEL [S-N]","2017-10",14782
"2815","01385160",-38.482927,-3.737105,"AV. ENG. SANTANA JUNIOR [S-N]","2017-10",18559
"2816","01385161",-38.482903,-3.736886,"AV. ENG. SANTANA JUNIOR [N-S]","2017-10",8192
"2817","01385162",-38.517673,-3.793571,"AV. ALBERTO CRAVEIRO [S-N]","2017-10",20367
"2818","01385163",-38.517806,-3.793152,"AV. ALBERTO CRAVEIRO [N-S]","2017-10",20785
"2819","01385164",-38.549223,-3.748865,"AV. JOSE BASTOS [S-N]","2017-10",22204
"2820","01385165",-38.508514,-3.732927,"AV. SANTOS DUMONT [O-L]","2017-10",16866
"2821","01385166",-38.499493,-3.740187,"AV. PADRE ANTONIO TOMA¡S [L-O]","2017-10",19636
"2822","01385167",-38.532341,-3.758062,"AV. BORGES DE MELO [O-L]","2017-10",10936
"2823","01385169",-38.566742,-3.78746,"AV. GODOFREDO MACIEL [S-N]","2017-10",24765
"2824","01385178",-38.584662,-3.74848,"AV. CORONEL MATOS DOURADO [S-N]","2017-10",18827
"2825","01385179",-38.604918,-3.807571,"AV. GEN. OSORIO DE PAIVA [N-S]","2017-10",15497
"2826","01385180",-38.604774,-3.8077,"AV. GEN. OSORIO DE PAIVA [S-N]","2017-10",19063
"2827","01385181",-38.477956,-3.742879,"AV. SANTOS DUMONT [O-L]","2017-10",15531
"2828","01385182",-38.514246,-3.736801,"AV. HERACLITO GRACA [L-O]","2017-10",16754
"2829","01385183",-38.534894,-3.744532,"AV. 13 DE MAIO [L-O]","2017-10",22024
"2830","01385185",-38.516747,-3.736046,"AV. HERACLITO GRACA [O-L]","2017-10",13825
"2831","01385186",-38.536793,-3.750408,"AV. DOS EXPEDICIONARIOS [N-S]","2017-10",14158
"2832","01385187",-38.469578,-3.745464,"AV. SANTOS DUMONT [L-O]","2017-10",6782
"2833","01385188",-38.489318,-3.726329,"AV. DA ABOLICAO [L-O]","2017-10",24224
"2834","01385190",-38.539297,-3.82563,"AV. PRES. COSTA E SILVA [L-O]","2017-10",16356
"2835","01385191",-38.539704,-3.825677,"AV. PRES. COSTA E SILVA [O-L]","2017-10",32342
"2836","01385194",-38.517025,-3.753098,"AV. PONTES VIEIRA [L-O]","2017-10",16122
"2837","01385195",-38.491236,-3.730981,"AV. SEN. VIRGILIO TAVORA [S-N]","2017-10",11299
"2838","01385196",-38.53224,-3.719128,"AV. PRES. CASTELO BRANCO [L-O]","2017-10",31183
"2839","01385197",-38.532305,-3.719264,"AV. PRES. CASTELO BRANCO [O-L]","2017-10",24488
"2840","01385199",-38.520585,-3.727444,"R. COSTA BARROS [L-O]","2017-10",17783
"2841","01385200",-38.554858,-3.809822,"AV. BERNARDO MANUEL [N-S]","2017-10",19338
"2842","01385201",-38.536983,-3.724058,"R. GUILHERME ROCHA [L-O]","2017-10",4593
"2843","01385202",-38.538705,-3.749729,"R. JORGE DUMMAR [S-N]","2017-10",12262
"2844","01385205",-38.584514,-3.732821,"R. DEMETRIO MENEZES [N-S]","2017-10",15119
"2845","01385206",-38.584355,-3.732983,"R. DEMETRIO MENEZES [S-N]","2017-10",18494
"2846","01385207",-38.534347,-3.735715,"AV. DA UNIVERSIDADE [S-N]","2017-10",20177
"2847","01385210",-38.571247,-3.800637,"AV. GODOFREDO MACIEL [N-S]","2017-10",21691
"2848","01385212",-38.519754,-3.723547,"AV. PRES. CASTELO BRANCO [O-L]","2017-10",17687
"2849","01385213",-38.546087,-3.781542,"AV. BERNARDO MANUEL [S-N]","2017-10",17907
"2850","01385215",-38.560898,-3.769925,"AV. JOAO PESSOA [S-N]","2017-10",16435
"2851","01385216",-38.560848,-3.769646,"AV. JOAO PESSOA [N-S]","2017-10",15066
"2852","01385220",-38.50637,-3.726773,"R. DEPUTADO MOREIRA DA ROCHA [L-O]","2017-10",14271
"2853","01385223",-38.576158,-3.776693,"AV. AUGUSTO DOS ANJOS [N-S]","2017-10",12481
"2854","01385224",-38.57624,-3.776856,"AV. AUGUSTO DOS ANJOS [S-N]","2017-10",14821
"2855","01385225",-38.530582,-3.754188,"AV. EDUARDO GIRAO [L-O]","2017-10",17513
"2856","01385226",-38.573816,-3.81213,"AV. PRES. COSTA E SILVA [O-L]","2017-10",9622
"2857","01385227",-38.55143,-3.785855,"AV. DR. SILAS MUNGUBA [O-L]","2017-10",18661
"2858","01385228",-38.551204,-3.7858,"AV. DR. SILAS MUNGUBA [L-O]","2017-10",23030
"2859","01385230",-38.548109,-3.787492,"AV. DR. SILAS MUNGUBA [O-L]","2017-10",22360
"2860","01385231",-38.547791,-3.787607,"AV. DR. SILAS MUNGUBA [L-O]","2017-10",22266
"2861","01385232",-38.561966,-3.777322,"AV. DR. SILAS MUNGUBA [L-O]","2017-10",23250
"2862","01385234",-38.542151,-3.744266,"AV. DA UNIVERSIDADE [S-N]","2017-10",19555
"2863","01385235",-38.530124,-3.814066,"AV. JUSCELINO KUBITSCHEK [N-S]","2017-10",20591
"2864","01385236",-38.529993,-3.814175,"AV. JUSCELINO KUBITSCHEK [S-N]","2017-10",24470
"2865","01385237",-38.549178,-3.748622,"AV. JOSE BASTOS [N-S]","2017-10",30161
"2866","01385238",-38.498636,-3.736147,"AV. SANTOS DUMONT [O-L]","2017-10",24751
"2867","01385239",-38.498368,-3.736112,"AV. DESEMBARGADOR MOREIRA [N-S]","2017-10",8414
"2868","01385241",-38.49348,-3.737728,"AV. SEN. VIRGILIO TAVORA [N-S]","2017-10",11534
"2869","01385243",-38.492422,-3.734861,"AV. DOM LUIS [L-O]","2017-10",37336
"2870","01385244",-38.486929,-3.735896,"AV. JULIO ABREU [L-O]","2017-10",31844
"2871","01385245",-38.475104,-3.743687,"AV. SANTOS DUMONT [L-O]","2017-10",10175
"2872","01385246",-38.502774,-3.734858,"AV. SANTOS DUMONT [O-L]","2017-10",3060
"2873","01385247",-38.501806,-3.735167,"AV. SANTOS DUMONT [O-L]","2017-10",1628
"2874","01385248",-38.500803,-3.735494,"AV. SANTOS DUMONT [O-L]","2017-10",3056
"2875","01385249",-38.499902,-3.735787,"AV. SANTOS DUMONT [O-L]","2017-10",2242
"2876","01385250",-38.498818,-3.736137,"AV. SANTOS DUMONT [O-L]","2017-10",3193
"2877","01385251",-38.497831,-3.736464,"AV. SANTOS DUMONT [O-L]","2017-10",3258
"2878","01385252",-38.496983,-3.736738,"AV. SANTOS DUMONT [O-L]","2017-10",1637
"2879","01385253",-38.495918,-3.737083,"AV. SANTOS DUMONT [O-L]","2017-10",2542
"2880","01385254",-38.494942,-3.7374,"AV. SANTOS DUMONT [O-L]","2017-10",1958
"2881","01385255",-38.493956,-3.737724,"AV. SANTOS DUMONT [O-L]","2017-10",3133
"2882","01385256",-38.493031,-3.738022,"AV. SANTOS DUMONT [O-L]","2017-10",1977
"2883","01385257",-38.492078,-3.738331,"AV. SANTOS DUMONT [O-L]","2017-10",4576
"2884","01385258",-38.491094,-3.738651,"AV. SANTOS DUMONT [O-L]","2017-10",1823
"2885","01385259",-38.490138,-3.738949,"AV. SANTOS DUMONT [O-L]","2017-10",1946
"2886","01385261",-38.486384,-3.735816,"AV. JULIO ABREU [L-O]","2017-10",2493
"2887","01385262",-38.487645,-3.735865,"AV. JULIO ABREU [L-O]","2017-10",2462
"2888","01385264",-38.488919,-3.735922,"AV. DOM LUIS [L-O]","2017-10",4931
"2889","01385265",-38.48997,-3.735615,"AV. DOM LUIS [L-O]","2017-10",2157
"2890","01385266",-38.491024,-3.735272,"AV. DOM LUIS [L-O]","2017-10",2716
"2891","01385267",-38.491864,-3.735,"AV. DOM LUIS [L-O]","2017-10",4614
"2892","01385268",-38.492929,-3.73465,"AV. DOM LUIS [L-O]","2017-10",4589
"2893","01385269",-38.494023,-3.734294,"AV. DOM LUIS [L-O]","2017-10",2192
"2894","01385270",-38.494939,-3.733991,"AV. DOM LUIS [L-O]","2017-10",2829
"2895","01385271",-38.495974,-3.733667,"AV. DOM LUIS [L-O]","2017-10",2712
"2896","01385272",-38.496625,-3.733451,"AV. DOM LUIS [L-O]","2017-10",3832
"2897","01385274",-38.498914,-3.732732,"AV. DOM LUIS [L-O]","2017-10",2048
"2898","01385275",-38.499817,-3.732432,"AV. DOM LUIS [L-O]","2017-10",3201
"2899","01385276",-38.500791,-3.732118,"AV. DOM LUIS [L-O]","2017-10",3518
"2900","01385277",-38.475231,-3.743753,"AV. SANTOS DUMONT [O-L]","2017-10",17812
"2901","01385278",-38.524084,-3.738699,"AV. DOMINGOS OLIMPIO [O-L]","2017-10",2642
