"","SITIO","LONG","LAT","VIA_SENTIDO","DATA","VMD"
"8419","01385291",-38.509885,-3.743173,"AV. ANTONIO SALES [O-L]","2019-04",2153
"8420","01385293",-38.508084,-3.743731,"AV. ANTONIO SALES [O-L]","2019-04",2781
"8421","01385294",-38.506864,-3.744104,"AV. ANTONIO SALES [O-L]","2019-04",2508
"8422","01385295",-38.50588,-3.744415,"AV. ANTONIO SALES [O-L]","2019-04",2402
"8423","01385296",-38.504961,-3.744693,"AV. ANTONIO SALES [O-L]","2019-04",1965
"8424","01385297",-38.504103,-3.744953,"AV. ANTONIO SALES [O-L]","2019-04",3027
"8425","01385298",-38.503105,-3.745266,"AV. ANTONIO SALES [O-L]","2019-04",2146
"8426","01385299",-38.501998,-3.745609,"AV. ANTONIO SALES [O-L]","2019-04",2654
"8427","01385300",-38.501051,-3.745896,"AV. ANTONIO SALES [O-L]","2019-04",2554
"8428","01385301",-38.500101,-3.746194,"AV. ANTONIO SALES [O-L]","2019-04",1720
"8429","01385302",-38.499037,-3.746531,"AV. ANTONIO SALES [O-L]","2019-04",2346
"8430","01385303",-38.498261,-3.746774,"AV. ANTONIO SALES [O-L]","2019-04",1806
"8431","01385304",-38.497093,-3.747146,"AV. ANTONIO SALES [O-L]","2019-04",2126
"8432","01385305",-38.496091,-3.747451,"AV. ANTONIO SALES [O-L]","2019-04",2410
"8433","01385306",-38.494954,-3.747803,"AV. ANTONIO SALES [O-L]","2019-04",1963
"8434","01385308",-38.565811,-3.783394,"AV. GODOFREDO MACIEL [S-N]","2019-04",10452
"8435","01385309",-38.566393,-3.741886,"AV. JOVITA FEITOSA [L-O]","2019-04",5093
"8436","01385310",-38.507666,-3.801952,"AV. DEPUTADO PAULINO ROCHA [N-S]","2019-04",19748
"8437","01385311",-38.507536,-3.801976,"AV. DEPUTADO PAULINO ROCHA [S-N]","2019-04",18881
"8438","01385312",-38.58887,-3.713771,"AV. CORONEL CARVALHO [N-S]","2019-04",11321
"8439","01385313",-38.588719,-3.713993,"AV. CORONEL CARVALHO [S-N]","2019-04",9951
"8440","01385316",-38.539183,-3.749044,"AV. EDUARDO GIRAO [L-O]","2019-04",6248
"8441","01385317",-38.540463,-3.747528,"AV. EDUARDO GIRAO [L-O]","2019-04",7682
"8442","01385318",-38.536681,-3.750485,"AV. EDUARDO GIRAO [L-O]","2019-04",12218
"8443","01385319",-38.536933,-3.750621,"AV. EDUARDO GIRAO [O-L]","2019-04",8034
"8444","01385320",-38.532673,-3.752105,"AV. EDUARDO GIRAO [L-O]","2019-04",6327
"8445","01385321",-38.53292,-3.752189,"AV. EDUARDO GIRAO [O-L]","2019-04",8126
"8446","01385322",-38.588632,-3.780617,"R. VERBENA [N-S]","2019-04",12461
"8447","01385323",-38.587373,-3.781825,"R. ANSELMO NOGUEIRA [S-N]","2019-04",15479
"8448","01385324",-38.547493,-3.732047,"AV. BEZERRA DE MENEZES [L-O]","2019-04",19640
"8449","01385325",-38.513078,-3.775358,"AV. RAUL BARBOSA [N-S]","2019-04",34536
"8450","01385326",-38.512982,-3.775509,"AV. RAUL BARBOSA [S-N]","2019-04",36403
"8451","01385327",-38.566303,-3.736121,"AV. BEZERRA DE MENEZES [O-L]","2019-04",26833
"8452","01385328",-38.566239,-3.735916,"AV. BEZERRA DE MENEZES [L-O]","2019-04",19923
"8453","01385331",-38.552885,-3.749268,"R. PROFESSOR COSTA MENDES [L-O]","2019-04",13330
"8454","01385332",-38.505251,-3.723625,"AV. HIST. RAIMUNDO GIRAO [L-O]","2019-04",26272
"8455","01385333",-38.509437,-3.721652,"AV. HIST. RAIMUNDO GIRAO [L-O]","2019-04",20591
"8456","01385334",-38.509774,-3.721552,"AV. HIST. RAIMUNDO GIRAO [O-L]","2019-04",9246
"8457","01385335",-38.503886,-3.724717,"AV. MONSENHOR TABOSA [O-L]","2019-04",2168
"8458","01385336",-38.502936,-3.725027,"AV. ABOLICAO [O-L]","2019-04",2203
"8459","01385337",-38.501953,-3.725332,"AV. ABOLICAO [O-L]","2019-04",1912
"8460","01385338",-38.493671,-3.727145,"AV. ABOLICAO [O-L]","2019-04",871
"8461","01385339",-38.492692,-3.726996,"AV. ABOLICAO [O-L]","2019-04",2038
"8462","01385340",-38.491931,-3.72687,"AV. ABOLICAO [O-L]","2019-04",1752
"8463","01385341",-38.493772,-3.727008,"AV. ABOLICAO [L-O]","2019-04",1771
"8464","01385342",-38.494575,-3.727134,"AV. ABOLICAO [L-O]","2019-04",1933
"8465","01385343",-38.495683,-3.727192,"AV. ABOLICAO [L-O]","2019-04",1831
"8466","01385347",-38.497803,-3.750927,"AV. PONTES VIEIRA [O-L]","2019-04",17817
"8467","01385348",-38.58257,-3.753239,"AV. CORONEL MATOS DOURADO [S-N]","2019-04",20023
"8468","01385349",-38.564636,-3.779231,"AV. GODOFREDO MACIEL [N-S]","2019-04",13652
"8469","01385350",-38.441226,-3.765697,"AV. DIOGUINHO [N-S]","2019-04",5460
"8470","01385351",-38.441158,-3.76567,"AV. DIOGUINHO [S-N]","2019-04",6583
"8471","01385352",-38.54822,-3.823852,"AV. PRES. COSTA E SILVA [L-O]","2019-04",28703
"8472","01385353",-38.50296,-3.736918,"R. TORRES CAMARA [O-L]","2019-04",14132
"8473","01385354",-38.571303,-3.801228,"AV. GODOFREDO MACIEL [S-N]","2019-04",22318
"8474","01385358",-38.532498,-3.732526,"R. GEN. SAMPAIO [S-N]","2019-04",1409
"8475","01385359",-38.532183,-3.731494,"R. GEN. SAMPAIO [S-N]","2019-04",2959
"8476","01385360",-38.531918,-3.730615,"R. GEN. SAMPAIO [S-N]","2019-04",1611
"8477","01385361",-38.531526,-3.729332,"R. GEN. SAMPAIO [S-N]","2019-04",1804
"8478","01385362",-38.531243,-3.728316,"R. GEN. SAMPAIO [S-N]","2019-04",1164
"8479","01385364",-38.572103,-3.712357,"AV. FRANCISCO SA [L-O]","2019-04",9006
"8480","01385365",-38.572443,-3.712287,"AV. FRANCISCO SA [O-L]","2019-04",8184
"8481","01385367",-38.558951,-3.7112,"AV. PRES. CASTELO BRANCO [O-L]","2019-04",11418
"8482","01385368",-38.568513,-3.708303,"AV. PRES. CASTELO BRANCO [L-O]","2019-04",16197
"8483","01385369",-38.568722,-3.708389,"AV. PRES. CASTELO BRANCO [O-L]","2019-04",15648
"8484","01385370",-38.574294,-3.706073,"AV. PRES. CASTELO BRANCO [L-O]","2019-04",18430
"8485","01385371",-38.574506,-3.70617,"AV. PRES. CASTELO BRANCO [O-L]","2019-04",17343
"8486","01385374",-38.585875,-3.700807,"AV. PRES. CASTELO BRANCO [L-O]","2019-04",14833
"8487","01385375",-38.585925,-3.700892,"AV. PRES. CASTELO BRANCO [O-L]","2019-04",11620
"8488","01385376",-38.551894,-3.732936,"AV. BEZERRA DE MENEZES [L-O]","2019-04",16095
"8489","01385377",-38.552601,-3.733275,"AV. BEZERRA DE MENEZES [O-L]","2019-04",20604
"8490","01385378",-38.550821,-3.79645,"AV. BERNARDO MANUEL [N-S]","2019-04",23208
"8491","01385379",-38.550885,-3.797042,"AV. BERNARDO MANUEL [S-N]","2019-04",24429
"8492","01385380",-38.461956,-3.725757,"AV. CESAR CALS [S-N]","2019-04",6838
"8493","01385381",-38.462016,-3.725794,"AV. CESAR CALS [N-S]","2019-04",7422
"8494","01385382",-38.556651,-3.717615,"AV. FRANCISCO SA [L-O]","2019-04",13905
"8495","01385383",-38.549359,-3.752246,"AV. JOAO PESSOA [N-S]","2019-04",1442
"8496","01385384",-38.549595,-3.752597,"AV. JOAO PESSOA [S-N]","2019-04",15876
"8497","01385385",-38.538448,-3.790992,"AV. DR. SILAS MUNGUBA [L-O]","2019-04",18649
"8498","01385386",-38.538687,-3.790984,"AV. DR. SILAS MUNGUBA [O-L]","2019-04",14430
"8499","01385387",-38.556845,-3.717607,"AV. FRANCISCO SA [O-L]","2019-04",13544
"8500","01385390",-38.588059,-3.790456,"AV. GEN. OSORIO DE PAIVA [S-N]","2019-04",19782
"8501","01385391",-38.588531,-3.790727,"AV. GEN. OSORIO DE PAIVA [N-S]","2019-04",22726
"8502","01385392",-38.507062,-3.728629,"AV. RUI BARBOSA [N-S]","2019-04",7839
"8503","01385393",-38.507013,-3.728707,"R. TENENTE BENEVOLO [L-O]","2019-04",9436
"8504","01385398",-38.525416,-3.744775,"AV. AGUANAMBI [S-N]","2019-04",149
"8505","01385399",-38.52558,-3.745016,"AV. AGUANAMBI [N-S]","2019-04",42
"8506","01385400",-38.525177,-3.746105,"AV. AGUANAMBI [S-N]","2019-04",21513
"8507","01385401",-38.525338,-3.746167,"AV. AGUANAMBI [N-S]","2019-04",24008
"8508","01385402",-38.524615,-3.747249,"AV. AGUANAMBI [S-N]","2019-04",34
"8509","01385403",-38.524798,-3.747346,"AV. AGUANAMBI [N-S]","2019-04",522
"8510","01385404",-38.523879,-3.749699,"AV. AGUANAMBI [N-S]","2019-04",47
"8511","01385405",-38.523637,-3.749864,"AV. AGUANAMBI [S-N]","2019-04",288
"8512","01385406",-38.523401,-3.751266,"AV. AGUANAMBI [S-N]","2019-04",20927
"8513","01385407",-38.523628,-3.751301,"AV. AGUANAMBI [N-S]","2019-04",36904
"8514","AT007",-38.544827,-3.715037,"AV. PRES. CASTELO BRANCO [O-L]","2019-04",16036
"8515","AT009",-38.540095,-3.716938,"AV. PRES. CASTELO BRANCO [L-O]","2019-04",19733
"8516","AT015",-38.566565,-3.785408,"AV. GODOFREDO MACIEL [N-S]","2019-04",14864
"8517","AT037",-38.568336,-3.724721,"AV. DR. THEBERGE [N-S]","2019-04",17780
"8518","AT041",-38.568629,-3.815838,"AV. PRES. COSTA E SILVA [O-L]","2019-04",25348
"8519","AT042",-38.586833,-3.793013,"R. RAIMUNDO NERI [S-N]","2019-04",20635
"8520","AT044",-38.580692,-3.784699,"AV. GEN. OSORIO DE PAIVA [S-N]","2019-04",8820
"8521","AT045",-38.594135,-3.796434,"AV. GEN. OSORIO DE PAIVA [N-S]","2019-04",27097
"8522","AT046",-38.593981,-3.796534,"AV. GEN. OSORIO DE PAIVA [S-N]","2019-04",30132
"8523","AT061",-38.59141,-3.703795,"AV. CORONEL CARVALHO [S-N]","2019-04",8876
"8524","AT077",-38.568388,-3.792774,"AV. GODOFREDO MACIEL [N-S]","2019-04",22665
"8525","AT078",-38.568083,-3.792658,"AV. GODOFREDO MACIEL [S-N]","2019-04",20244
"8526","AT087",-38.560894,-3.75726,"AV. AMERICO BARREIRA [L-O]","2019-04",30350
"8527","AT089",-38.573536,-3.808346,"AV. GODOFREDO MACIEL [S-N]","2019-04",19793
"8528","AT090",-38.591307,-3.757267,"AV. SEN. FERNANDES TAVORA [L-O]","2019-04",11439
"8529","AT092",-38.5471,-3.737874,"AV. JOVITA FEITOSA [L-O]","2019-04",19755
"8530","AT095",-38.544828,-3.715092,"AV. PRES. CASTELO BRANCO [O-L]","2019-04",10289
"8531","AT096",-38.540064,-3.716904,"AV. PRES. CASTELO BRANCO [L-O]","2019-04",14123
"8532","AT200",-38.561371,-3.747916,"AV. ENG. HUMBERTO MONTE [L-O]","2019-04",10606
"8533","AT207",-38.557779,-3.762351,"AV. JOAO PESSOA [S-N]","2019-04",21825
"8534","AT208",-38.546516,-3.749166,"AV. JOAO PESSOA [S-N]","2019-04",18108
"8535","AT209",-38.480511,-3.726927,"AV. ALM. HENRIQUE SABOIA [N-S]","2019-04",9338
"8536","AT210",-38.481023,-3.729669,"AV. ALM. HENRIQUE SABOIA [S-N]","2019-04",6151
"8537","AT213",-38.494465,-3.845733,"AV. PE. PEDRO DE ALENCAR [S-N]","2019-04",11328
"8538","AT214",-38.473656,-3.747737,"R. ANDRADE FURTADO [O-L]","2019-04",18046
"8539","AT217",-38.559904,-3.74059,"AV. JOVITA FEITOSA [O-L]","2019-04",15687
"8540","AT223",-38.57063,-3.785863,"R. NEREU RAMOS [O-L]","2019-04",13456
"8541","AT224",-38.593695,-3.779231,"R. VITAL BRASIL [L-O]","2019-04",20773
"8542","AT225",-38.58457,-3.782563,"R. EMILIO DE MENEZES [O-L]","2019-04",12590
"8543","AT226",-38.472159,-3.734897,"R. FAUSTO CABRAL [L-O]","2019-04",12368
"8544","AT227",-38.484494,-3.734861,"AV. ALM. HENRIQUE SABOIA [N-S]","2019-04",11058
"8545","AT229",-38.50178,-3.753262,"AV. ALM. HENRIQUE SABOIA [S-N]","2019-04",24499
"8546","AT230",-38.495273,-3.726065,"AV. BEIRA MAR [O-L]","2019-04",6007
"8547","AT231",-38.481427,-3.801892,"R. CRISANTO MOREIRA DA ROCHA [S-N]","2019-04",5135
"8548","AT232",-38.481376,-3.80136,"R. CRISANTO MOREIRA DA ROCHA [N-S]","2019-04",7775
"8549","AT233",-38.544203,-3.734519,"AV. JOSE JATAHY [S-N]","2019-04",12650
"8550","AT234",-38.544036,-3.736299,"AV. JOSE JATAHY [N-S]","2019-04",10747
"8551","AT235",-38.581439,-3.70286,"AV. PRES. CASTELO BRANCO [L-O]","2019-04",16172
"8552","AT236",-38.582784,-3.702366,"AV. PRES. CASTELO BRANCO [O-L]","2019-04",13310
"8553","AT909",-38.547137,-3.720801,"AV. FRANCISCO SA [O-L]","2019-04",440
"8554","AT911",-38.540012,-3.72981,"R. PE. IBIAPINA [S-N]","2019-04",1166
"8555","FS001",-38.552155,-3.800794,"AV. BERNARDO MANUEL [N-S]","2019-04",17808
"8556","FS003",-38.549173,-3.791091,"AV. BERNARDO MANUEL [N-S]","2019-04",19111
"8557","FS005",-38.533133,-3.828078,"AV. PRES. COSTA E SILVA [L-O]","2019-04",11811
"8558","FS006",-38.533314,-3.828216,"AV. PRES. COSTA E SILVA [O-L]","2019-04",10569
"8559","FS010",-38.491527,-3.746641,"AV. ALM. HENRIQUE SABOIA [S-N]","2019-04",22681
"8560","FS021",-38.510377,-3.811223,"AV. DEPUTADO PAULINO ROCHA [L-O]","2019-04",15852
"8561","FS023",-38.509656,-3.829778,"AV. JORNALISTA THOMAZ COELHO [L-O]","2019-04",18124
"8562","FS024",-38.560697,-3.832896,"AV. JOAO DE ARAUJO LIMA [N-S]","2019-04",8529
"8563","FS027",-38.462581,-3.747829,"AV. SANTOS DUMONT [O-L]","2019-04",8100
"8564","FS028",-38.461523,-3.748065,"AV. SANTOS DUMONT [L-O]","2019-04",6995
"8565","FS033",-38.532836,-3.818065,"AV. JUSCELINO KUBITSCHEK [S-N]","2019-04",15163
"8566","FS040",-38.565626,-3.817519,"AV. PRES. COSTA E SILVA [L-O]","2019-04",21898
"8567","FS051",-38.50441,-3.758846,"AV. GOV. RAUL BARBOSA [S-N]","2019-04",34121
"8568","FS063",-38.521031,-3.802721,"AV. ALBERTO CRAVEIRO [S-N]","2019-04",17094
"8569","FS069",-38.521161,-3.802603,"AV. ALBERTO CRAVEIRO [N-S]","2019-04",20580
"8570","FS070",-38.531537,-3.797445,"AV. DR. SILAS MUNGUBA [O-L]","2019-04",17072
"8571","FS071",-38.554216,-3.822269,"AV. PRES. COSTA E SILVA [L-O]","2019-04",18579
"8572","FS072",-38.502344,-3.783122,"AV. ROGACIANO LEITE [S-N]","2019-04",9567
"8573","FS074",-38.508263,-3.80664,"AV. DEPUTADO PAULINO ROCHA [S-N]","2019-04",12596
"8574","FS075",-38.554757,-3.822233,"AV. PRES. COSTA E SILVA [O-L]","2019-04",16949
"8575","FS081",-38.510506,-3.769772,"AV. GOV. RAUL BARBOSA [N-S]","2019-04",27450
"8576","FS082",-38.510398,-3.769813,"AV. GOV. RAUL BARBOSA [S-N]","2019-04",31760
"8577","FS084",-38.508371,-3.806523,"AV. DEPUTADO PAULINO ROCHA [N-S]","2019-04",15914
"8578","FS086",-38.532391,-3.817195,"AV. JUSCELINO KUBITSCHEK [N-S]","2019-04",15608
"8579","FS088",-38.54191,-3.789853,"AV. DR. SILAS MUNGUBA [O-L]","2019-04",17242
"8580","FS104",-38.494461,-3.752861,"R. SANTA TEREZINHA DO MENINO JESUS E DA SAGRADA FACE [O-L]","2019-04",11496
"8581","FS105",-38.512918,-3.746794,"AV. RUI BARBOSA [N-S]","2019-04",14539
"8582","FS106",-38.501379,-3.765874,"AV. GEN. MURILO BORGES [O-L]","2019-04",17557
"8583","FS107",-38.503871,-3.76472,"AV. GEN. MURILO BORGES [L-O]","2019-04",15984
"8584","FS109",-38.514202,-3.723923,"AV. MONSENHOR TABOSA [O-L]","2019-04",15915
"8585","FS112",-38.491155,-3.766121,"AV. CHANCELER EDSON QUEIROZ [L-O]","2019-04",9415
"8586","FS113",-38.491175,-3.766284,"AV. CHANCELER EDSON QUEIROZ [O-L]","2019-04",4970
"8587","FS114",-38.562413,-3.819092,"AV. PRES. COSTA E SILVA [L-O]","2019-04",13981
"8588","FS115",-38.563654,-3.818652,"AV. PRES. COSTA E SILVA [O-L]","2019-04",7701
"8589","FS116",-38.51868,-3.798141,"AV. ALBERTO CRAVEIRO [S-N]","2019-04",17782
"8590","FS119",-38.52688,-3.737993,"AV. DOMINGOS OLIMPIO [O-L]","2019-04",2156
"8591","FS120",-38.518832,-3.797908,"AV. ALBERTO CRAVEIRO [N-S]","2019-04",24247
"8592","FS121",-38.526881,-3.737819,"AV. DOMINGOS OLIMPIO [L-O]","2019-04",3223
"8593","FS122",-38.541852,-3.73316,"AV. DOMINGOS OLIMPIO [O-L]","2019-04",562
"8594","FS124",-38.538167,-3.734494,"AV. DOMINGOS OLIMPIO [O-L]","2019-04",516
"8595","FS125",-38.534883,-3.735491,"AV. DOMINGOS OLIMPIO [O-L]","2019-04",2480
"8596","FS126",-38.532901,-3.736101,"AV. DOMINGOS OLIMPIO [O-L]","2019-04",7455
"8597","FS127",-38.529984,-3.737166,"AV. DOMINGOS OLIMPIO [O-L]","2019-04",3161
"8598","FS128",-38.528334,-3.737559,"AV. DOMINGOS OLIMPIO [O-L]","2019-04",3908
"8599","FS129",-38.539501,-3.733748,"AV. DOMINGOS OLIMPIO [L-O]","2019-04",1404
"8600","FS130",-38.536239,-3.734919,"AV. DOMINGOS OLIMPIO [L-O]","2019-04",1104
"8601","FS131",-38.533782,-3.735641,"AV. DOMINGOS OLIMPIO [L-O]","2019-04",2964
"8602","FS132",-38.531158,-3.736599,"AV. DOMINGOS OLIMPIO [L-O]","2019-04",3426
"8603","FS133",-38.529917,-3.737009,"AV. DOMINGOS OLIMPIO [L-O]","2019-04",2238
"8604","FS134",-38.528244,-3.737419,"AV. DOMINGOS OLIMPIO [L-O]","2019-04",2968
"8605","FS135",-38.489924,-3.749106,"AV. ENG. SANTANA JUNIOR [S-N]","2019-04",10611
"8606","FS138",-38.501979,-3.753291,"AV. ALM. HENRIQUE SABOIA [N-S]","2019-04",17323
"8607","FS141",-38.549438,-3.792392,"AV. BERNARDO MANUEL [S-N]","2019-04",15236
"8608","01385028",-38.61573,-3.818608,"AV. GEN. OSORIO DE PAIVA [N-S]","2019-05",20417
"8609","01385029",-38.6156,-3.818744,"AV. GEN. OSORIO DE PAIVA [S-N]","2019-05",15033
"8610","01385030",-38.57474,-3.811549,"AV. GODOFREDO MACIEL [N-S]","2019-05",21130
"8611","01385035",-38.558757,-3.716957,"AV. FRANCISCO SA [O-L]","2019-05",11907
"8612","01385036",-38.558746,-3.716919,"AV. FRANCISCO SA [L-O]","2019-05",10368
"8613","01385039",-38.560483,-3.716327,"AV. FRANCISCO SA [L-O]","2019-05",8592
"8614","01385040",-38.560716,-3.716298,"AV. FRANCISCO SA [O-L]","2019-05",8787
"8615","01385042",-38.558674,-3.711175,"AV. PRES. CASTELO BRANCO [L-O]","2019-05",18067
"8616","01385048",-38.58424,-3.733952,"AV. DEMETRIO MENEZES [S-N]","2019-05",16201
"8617","01385049",-38.584358,-3.733793,"AV. DEMETRIO MENEZES [N-S]","2019-05",16340
"8618","01385052",-38.560973,-3.735021,"AV. BEZERRA DE MENEZES [O-L]","2019-05",25155
"8619","01385053",-38.560486,-3.734759,"AV. BEZERRA DE MENEZES [L-O]","2019-05",17823
"8620","01385054",-38.548416,-3.732444,"AV. BEZERRA DE MENEZES [O-L]","2019-05",20905
"8621","01385060",-38.538444,-3.728982,"AV. DUQUE DE CAXIAS [L-O]","2019-05",15150
"8622","01385061",-38.538624,-3.729,"AV. DUQUE DE CAXIAS [O-L]","2019-05",5320
"8623","01385062",-38.521236,-3.828651,"AV. JORNALISTA THOMAZ COELHO [L-O]","2019-05",9295
"8624","01385069",-38.55548,-3.755081,"AV. JOSE BASTOS [S-N]","2019-05",20567
"8625","01385070",-38.555399,-3.754849,"AV. JOSE BASTOS [N-S]","2019-05",23318
"8626","01385071",-38.546687,-3.761092,"R. ALBERTO MAGNO [N-S]","2019-05",15530
"8627","01385072",-38.587825,-3.717609,"AV. CORONEL CARVALHO [S-N]","2019-05",8341
"8628","01385074",-38.569601,-3.707902,"AV. PRES. CASTELO BRANCO [L-O]","2019-05",15432
"8629","01385096",-38.553585,-3.757064,"AV. JOAO PESSOA [S-N]","2019-05",17233
"8630","01385097",-38.535967,-3.731938,"R. METON DE ALENCAR [O-L]","2019-05",11256
"8631","01385098",-38.535852,-3.731906,"AV. DO IMPERADOR [N-S]","2019-05",17586
"8632","01385103",-38.530021,-3.73179,"AV. DUQUE DE CAXIAS [O-L]","2019-05",11557
"8633","01385104",-38.529821,-3.73178,"AV. DUQUE DE CAXIAS [L-O]","2019-05",11937
"8634","01385105",-38.564167,-3.760223,"AV. JOSE BASTOS [S-N]","2019-05",20727
"8635","01385109",-38.508849,-3.741727,"AV. BARAO DE STUDART [S-N]","2019-05",11622
"8636","01385110",-38.508768,-3.741667,"R. PADRE VALDEVINO [L-O]","2019-05",14412
"8637","01385113",-38.535179,-3.730051,"AV. DUQUE DE CAXIAS [L-O]","2019-05",10482
"8638","01385115",-38.495486,-3.727469,"AV. DESEMBARGADOR MOREIRA [S-N]","2019-05",6018
"8639","01385117",-38.495233,-3.727249,"AV. DA ABOLICAO [L-O]","2019-05",19845
"8640","01385118",-38.586189,-3.723891,"AV. CORONEL CARVALHO [S-N]","2019-05",11335
"8641","01385119",-38.58634,-3.72368,"AV. CORONEL CARVALHO [N-S]","2019-05",10999
"8642","01385124",-38.538968,-3.741061,"AV. 13 DE MAIO [L-O]","2019-05",16959
"8643","01385125",-38.539239,-3.741124,"AV. DA UNIVERSIDADE [S-N]","2019-05",18265
"8644","01385129",-38.520404,-3.7535,"AV. PONTES VIEIRA [L-O]","2019-05",21272
"8645","01385131",-38.564232,-3.735429,"AV. OLAVO BILAC [N-S]","2019-05",8009
"8646","01385134",-38.5848,-3.748486,"AV. CORONEL MATOS DOURADO [N-S]","2019-05",19253
"8647","01385148",-38.496523,-3.747202,"AV. SEN. VIRGILIO TAVORA [N-S]","2019-05",10870
"8648","01385153",-38.564686,-3.779666,"AV. GODOFREDO MACIEL [S-N]","2019-05",12166
"8649","01385160",-38.482927,-3.737105,"AV. ENG. SANTANA JUNIOR [S-N]","2019-05",14226
"8650","01385161",-38.482903,-3.736886,"AV. ENG. SANTANA JUNIOR [N-S]","2019-05",10251
"8651","01385162",-38.517673,-3.793571,"AV. ALBERTO CRAVEIRO [S-N]","2019-05",18655
"8652","01385163",-38.517806,-3.793152,"AV. ALBERTO CRAVEIRO [N-S]","2019-05",23189
"8653","01385164",-38.549223,-3.748865,"AV. JOSE BASTOS [S-N]","2019-05",18435
"8654","01385165",-38.508514,-3.732927,"AV. SANTOS DUMONT [O-L]","2019-05",16453
"8655","01385166",-38.499493,-3.740187,"AV. PADRE ANTONIO TOMA¡S [L-O]","2019-05",20312
"8656","01385167",-38.532341,-3.758062,"AV. BORGES DE MELO [O-L]","2019-05",16322
"8657","01385169",-38.566742,-3.78746,"AV. GODOFREDO MACIEL [S-N]","2019-05",18359
"8658","01385178",-38.584662,-3.74848,"AV. CORONEL MATOS DOURADO [S-N]","2019-05",21856
"8659","01385179",-38.604918,-3.807571,"AV. GEN. OSORIO DE PAIVA [N-S]","2019-05",20518
"8660","01385180",-38.604774,-3.8077,"AV. GEN. OSORIO DE PAIVA [S-N]","2019-05",20202
"8661","01385182",-38.514246,-3.736801,"AV. HERACLITO GRACA [L-O]","2019-05",17291
"8662","01385183",-38.534894,-3.744532,"AV. 13 DE MAIO [L-O]","2019-05",18525
"8663","01385185",-38.516747,-3.736046,"AV. HERACLITO GRACA [O-L]","2019-05",12905
"8664","01385186",-38.536793,-3.750408,"AV. DOS EXPEDICIONARIOS [N-S]","2019-05",11465
"8665","01385187",-38.469578,-3.745464,"AV. SANTOS DUMONT [L-O]","2019-05",5341
"8666","01385188",-38.489318,-3.726329,"AV. DA ABOLICAO [L-O]","2019-05",22765
"8667","01385190",-38.539297,-3.82563,"AV. PRES. COSTA E SILVA [L-O]","2019-05",14516
"8668","01385191",-38.539704,-3.825677,"AV. PRES. COSTA E SILVA [O-L]","2019-05",12987
"8669","01385194",-38.517025,-3.753098,"AV. PONTES VIEIRA [L-O]","2019-05",19517
"8670","01385195",-38.491236,-3.730981,"AV. SEN. VIRGILIO TAVORA [S-N]","2019-05",10102
"8671","01385196",-38.53224,-3.719128,"AV. PRES. CASTELO BRANCO [L-O]","2019-05",33770
"8672","01385197",-38.532305,-3.719264,"AV. PRES. CASTELO BRANCO [O-L]","2019-05",22946
"8673","01385199",-38.520585,-3.727444,"R. COSTA BARROS [L-O]","2019-05",16963
"8674","01385200",-38.554858,-3.809822,"AV. BERNARDO MANUEL [N-S]","2019-05",18434
"8675","01385201",-38.536983,-3.724058,"R. GUILHERME ROCHA [L-O]","2019-05",3247
"8676","01385202",-38.538705,-3.749729,"R. JORGE DUMMAR [S-N]","2019-05",12173
"8677","01385205",-38.584514,-3.732821,"R. DEMETRIO MENEZES [N-S]","2019-05",12915
"8678","01385206",-38.584355,-3.732983,"R. DEMETRIO MENEZES [S-N]","2019-05",15890
"8679","01385207",-38.534347,-3.735715,"AV. DA UNIVERSIDADE [S-N]","2019-05",16831
"8680","01385210",-38.571247,-3.800637,"AV. GODOFREDO MACIEL [N-S]","2019-05",20346
"8681","01385212",-38.519754,-3.723547,"AV. PRES. CASTELO BRANCO [O-L]","2019-05",17217
"8682","01385213",-38.546087,-3.781542,"AV. BERNARDO MANUEL [S-N]","2019-05",19473
"8683","01385215",-38.560898,-3.769925,"AV. JOAO PESSOA [S-N]","2019-05",11123
"8684","01385216",-38.560848,-3.769646,"AV. JOAO PESSOA [N-S]","2019-05",9240
"8685","01385220",-38.50637,-3.726773,"R. DEPUTADO MOREIRA DA ROCHA [L-O]","2019-05",13781
"8686","01385223",-38.576158,-3.776693,"AV. AUGUSTO DOS ANJOS [N-S]","2019-05",11663
"8687","01385224",-38.57624,-3.776856,"AV. AUGUSTO DOS ANJOS [S-N]","2019-05",13620
"8688","01385225",-38.530582,-3.754188,"AV. EDUARDO GIRAO [L-O]","2019-05",13956
"8689","01385226",-38.573816,-3.81213,"AV. PRES. COSTA E SILVA [O-L]","2019-05",9352
"8690","01385227",-38.55143,-3.785855,"AV. DR. SILAS MUNGUBA [O-L]","2019-05",21018
"8691","01385228",-38.551204,-3.7858,"AV. DR. SILAS MUNGUBA [L-O]","2019-05",21293
"8692","01385230",-38.548109,-3.787492,"AV. DR. SILAS MUNGUBA [O-L]","2019-05",18807
"8693","01385231",-38.547791,-3.787607,"AV. DR. SILAS MUNGUBA [L-O]","2019-05",18320
"8694","01385232",-38.561966,-3.777322,"AV. DR. SILAS MUNGUBA [L-O]","2019-05",19625
"8695","01385234",-38.542151,-3.744266,"AV. DA UNIVERSIDADE [S-N]","2019-05",17730
"8696","01385235",-38.530124,-3.814066,"AV. JUSCELINO KUBITSCHEK [N-S]","2019-05",23284
"8697","01385236",-38.529993,-3.814175,"AV. JUSCELINO KUBITSCHEK [S-N]","2019-05",22457
